stkcd,shortname,aisoftinvest,aihardinvest,aiinvesttotal,aiinvestlevel,year
420,吉林化纤,1268776.32,240340982.8,241609759.1,0.0226,2023
421,南京公用,17374161.49,41467283.68,58841445.17,0.0051,2018
421,南京公用,19077423.95,40649272.65,59726696.6,0.0049,2019
423,东阿阿胶,2857797.0,5296401.81,8154198.81,0.0023,2010
423,东阿阿胶,11084253.92,6335515.44,17419769.36,0.0041,2011
428,华天酒店,380202.7,24345470.44,24725673.14,0.0054,2010
428,华天酒店,346581.67,19275968.25,19622549.92,0.0036,2011
428,华天酒店,226318.4,46541274.17,46767592.57,0.007,2012
428,华天酒店,887459.83,21424661.92,22312121.75,0.0028,2013
428,华天酒店,719170.25,16152066.66,16871236.91,0.0018,2015
428,华天酒店,1077551.63,11054606.35,12132157.98,0.0014,2016
428,华天酒店,804663.1,8883179.23,9687842.33,0.0011,2017
428,华天酒店,1079720.63,7689421.56,8769142.19,0.0012,2018
428,华天酒店,1057652.86,5879410.04,6937062.9,0.0011,2019
428,华天酒店,1379081.06,5904495.35,7283576.41,0.0012,2020
428,华天酒店,1791565.49,7095382.22,8886947.71,0.0016,2021
428,华天酒店,1745271.2,6480239.08,8225510.28,0.0016,2022
428,华天酒店,1343274.79,5665452.89,7008727.68,0.0015,2023
429,粤高速A,1271616.75,67545410.27,68817027.02,0.0065,2010
429,粤高速A,3026723.52,88190261.23,91216984.75,0.0077,2011
429,粤高速A,3161994.84,180625746.2,183787741.0,0.014,2012
429,粤高速A,4784202.61,191922568.5,196706771.1,0.0155,2013
429,粤高速A,3859981.98,164505956.1,168365938.1,0.0139,2015
429,粤高速A,6050010.6,224812800.1,230862810.7,0.0144,2016
429,粤高速A,7096435.17,215649300.9,222745736.0,0.0135,2017
429,粤高速A,5739020.48,206712180.5,212451201.0,0.013,2018
429,粤高速A,6393895.17,215805065.7,222198960.9,0.0126,2019
430,张家界,536078.86,5471065.74,6007144.6,0.0117,2012
430,张家界,455220.79,9166787.18,9622007.97,0.016,2013
430,张家界,1164980.7,19398384.85,20563365.55,0.0236,2015
430,张家界,2639028.49,28265440.31,30904468.8,0.0151,2016
430,张家界,469286.74,18291785.22,18761071.96,0.008,2017
430,张家界,324625.0,13169809.68,13494434.68,0.0054,2018
430,张家界,226689.0,11469807.04,11696496.04,0.0044,2019
430,张家界,726684.06,10799001.37,11525685.43,0.0041,2020
430,张家界,605641.58,12170802.85,12776444.43,0.0045,2021
430,张家界,707830.73,32839670.99,33547501.72,0.0117,2022
430,张家界,767954.29,29014859.71,29782814.0,0.0111,2023
488,晨鸣纸业,6521408.61,241531701.3,248053109.9,0.0071,2010
488,晨鸣纸业,7288325.76,257997963.5,265286289.2,0.0058,2011
488,晨鸣纸业,5388943.03,239550563.0,244939506.0,0.0051,2012
488,晨鸣纸业,4543784.09,184908816.6,189452600.7,0.004,2013
488,晨鸣纸业,5166809.99,210983718.9,216150528.9,0.0028,2015
488,晨鸣纸业,4631655.24,210825769.2,215457424.5,0.0026,2016
488,晨鸣纸业,4160575.52,175339041.7,179499617.3,0.0017,2017
488,晨鸣纸业,6159235.77,182064618.4,188223854.1,0.0018,2018
488,晨鸣纸业,1590362.38,133162604.2,134752966.6,0.0014,2019
488,晨鸣纸业,1012010.35,172263223.6,173275233.9,0.0019,2020
488,晨鸣纸业,132234.67,149231027.9,149363262.6,0.0018,2021
488,晨鸣纸业,309164.37,128126852.0,128436016.4,0.0016,2023
498,山东路桥,5098834.87,68461644.99,73560479.86,0.0013,2020
498,山东路桥,22926546.91,109118599.2,132045146.1,0.0016,2021
498,山东路桥,34487332.63,112978696.0,147466028.7,0.0014,2022
498,山东路桥,33774602.03,204288880.1,238063482.1,0.0017,2023
501,鄂武商A,3693582.58,40438340.65,44131923.23,0.0059,2010
501,鄂武商A,3541868.64,43698380.46,47240249.1,0.0049,2011
501,鄂武商A,3841650.87,42867382.78,46709033.65,0.0042,2012
501,鄂武商A,5071413.19,47580082.86,52651496.05,0.0042,2013
501,鄂武商A,10161237.77,42268531.45,52429769.22,0.003,2015
501,鄂武商A,7460587.46,35603178.22,43063765.68,0.0024,2016
501,鄂武商A,6522716.42,26445988.53,32968704.95,0.0018,2017
501,鄂武商A,7073636.24,19489062.57,26562698.81,0.0012,2018
501,鄂武商A,6781908.69,16951498.48,23733407.17,0.001,2019
501,鄂武商A,7899146.46,16748752.34,24647898.8,0.0011,2020
501,鄂武商A,7449228.27,41600183.17,49049411.44,0.0017,2021
501,武商集团,19805568.2,170741275.7,190546843.9,0.0062,2022
501,武商集团,94270722.86,217145946.1,311416668.9,0.0098,2023
502,绿景控股,65141.12,791396.38,856537.5,0.0021,2015
502,绿景控股,133145.62,217041.69,174783.24,0.0003,2016
502,绿景控股,847013.15,484263.56,1331276.71,0.0026,2017
502,绿景控股,65338.25,217041.69,132721.1,0.0005,2019
502,绿景控股,56722.25,217041.69,104518.68,0.0005,2020
503,海虹控股,60063190.32,12587247.23,72650437.55,0.0509,2013
505,珠江B,1063644.94,4582016.99,5645661.93,0.0009,2017
505,京粮控股,735801.85,4105241.03,4841042.88,0.001,2018
505,京粮控股,237947.27,3543955.32,3781902.59,0.0007,2019
505,京粮控股,735616.11,6193317.89,6928934.0,0.0012,2020
505,京粮控股,1111170.83,4078547.93,5189718.76,0.0009,2021
505,京粮控股,995599.43,3488844.32,4484443.75,0.0007,2022
505,京粮控股,961881.47,4538619.6,5500501.07,0.0008,2023
509,华塑控股,261000.0,22841103.93,23102103.93,0.0307,2023
510,金路集团,801966.67,2179892.39,2981859.06,0.0012,2010
510,金路集团,684126.71,1693130.25,2377256.96,0.001,2011
510,金路集团,529586.75,879662.78,1409249.53,0.0006,2012
510,金路集团,376746.82,2959610.21,3336357.03,0.0018,2013
510,金路集团,86783.75,4349041.98,4435825.73,0.0034,2016
510,金路集团,40921.45,4877174.83,4918096.28,0.0033,2017
510,金路集团,4881896.71,6109687.36,10991584.07,0.0074,2018
510,新金路,3932142.52,6461706.94,10393849.46,0.0065,2019
510,新金路,2945075.44,11022489.27,13967564.71,0.0077,2020
510,新金路,1904758.6,11870233.1,13774991.7,0.0063,2021
510,新金路,1224990.27,13534997.07,14759987.34,0.0064,2022
510,新金路,12160903.08,11920668.3,24081571.38,0.0093,2023
511,银基发展,23580.32,2186696.18,2210276.5,0.0006,2012
511,烯碳新材,92357.87,305340.42,397698.29,0.0001,2015
513,丽珠集团,864160.45,36990076.24,37854236.69,0.0103,2010
513,丽珠集团,5814773.52,39329328.26,45144101.78,0.0098,2011
513,丽珠集团,11844886.26,48775834.38,60620720.64,0.0108,2012
513,丽珠集团,11177848.4,71908061.8,83085910.2,0.0127,2013
513,丽珠集团,10155090.91,82282611.25,92437702.16,0.0127,2014
513,丽珠集团,7979152.59,101297531.8,109276684.4,0.0135,2015
513,丽珠集团,5926171.52,110375352.6,116301524.1,0.011,2016
513,丽珠集团,4280166.15,119156932.9,123437099.0,0.0078,2017
513,丽珠集团,4692414.03,115745459.1,120437873.1,0.0069,2018
513,丽珠集团,12214225.55,118014016.3,130228241.8,0.0072,2019
513,丽珠集团,18205885.98,141597782.4,159803668.3,0.0078,2020
513,丽珠集团,20167988.68,215631560.6,235799549.3,0.0105,2021
513,丽珠集团,25466710.89,215222943.9,240689654.7,0.0097,2022
513,丽珠集团,19409740.29,237907101.8,257316842.1,0.0103,2023
518,四环生物,466666.68,1777572.1,2244238.78,0.0025,2019
518,四环生物,350000.0,1551702.85,1901702.85,0.0023,2020
518,四环生物,250000.0,1412067.82,1662067.82,0.0021,2021
518,四环生物,9301666.66,1301394.77,10603061.43,0.016,2023
519,江南红箭,522395.04,1634672.01,2157067.05,0.0004,2013
519,江南红箭,347104.32,9346078.14,9693182.46,0.0019,2015
519,江南红箭,6744590.45,94880172.85,101624763.3,0.0099,2016
519,中兵红箭,10406524.14,81140989.94,91547514.08,0.0094,2017
519,中兵红箭,13272762.98,76588816.02,89861579.0,0.0086,2018
519,中兵红箭,13083137.09,70956927.53,84040064.62,0.0076,2019
519,中兵红箭,21014496.26,108493225.7,129507722.0,0.0106,2020
519,中兵红箭,26339945.54,109780904.8,136120850.4,0.0097,2021
519,中兵红箭,29996846.83,117101697.3,147098544.2,0.0098,2022
519,中兵红箭,38157811.86,203569289.9,241727101.8,0.0155,2023
520,长航凤凰,11168.75,476525.83,476525.83,0.0006,2021
520,长航凤凰,11168.75,459831.53,459831.53,0.0006,2022
523,广州浪奇,3527113.29,11283652.41,14810765.7,0.0024,2018
523,广州浪奇,3661242.11,10067468.34,13728710.45,0.0019,2019
523,广州浪奇,4020717.68,8830124.83,12850842.51,0.0038,2020
523,广州浪奇,2248994.62,6250866.64,8499861.26,0.0036,2022
523,红棉股份,2351285.66,1061721.18,3413006.84,0.0011,2023
524,东方宾馆,21672.0,6097740.24,6119412.24,0.0085,2011
524,东方宾馆,364346.35,5401713.35,5766059.7,0.0078,2012
525,红太阳,238492.32,12063866.99,12302359.31,0.0016,2011
525,红太阳,147655.0,8382065.15,8529720.15,0.0009,2012
525,红太阳,129649.8,6490684.61,6620334.41,0.0006,2013
525,红太阳,89335.6,37364795.23,37454130.83,0.0045,2015
525,红太阳,14648163.91,28814035.14,43462199.05,0.0041,2016
525,红太阳,16629866.34,45396905.89,62026772.23,0.0051,2017
525,红太阳,14658305.85,40468388.21,55126694.06,0.0041,2018
525,红太阳,12393365.97,28233368.81,40626734.78,0.003,2019
525,红太阳,14145043.76,20644884.22,34789927.98,0.003,2020
534,万泽股份,18666.68,1043549.35,1062216.03,0.0009,2010
534,万泽股份,14666.72,800316.03,814982.75,0.0006,2011
534,万泽股份,14416.76,1689064.8,1703481.56,0.0006,2012
534,万泽股份,1744492.48,24030575.04,25775067.52,0.0081,2013
534,万泽股份,1421543.09,27445872.18,28867415.27,0.0083,2014
534,万泽股份,11168.75,2032937.64,2039387.64,0.0006,2015
534,万泽股份,471744.52,2342472.03,2814216.55,0.0012,2016
534,万泽股份,2005905.69,2031515.76,4037421.45,0.0017,2017
534,万泽股份,2730909.62,2180021.74,4910931.36,0.0019,2018
534,万泽股份,4116230.07,13828766.7,17944996.77,0.0087,2019
534,万泽股份,2339452.67,13940133.3,16279585.97,0.0077,2020
534,万泽股份,6769443.81,6108157.35,12877601.16,0.0061,2021
534,万泽股份,7242021.23,6083987.48,13326008.71,0.0055,2022
534,万泽股份,5008989.34,6757204.34,11766193.68,0.0038,2023
534,万泽股份,4826748.22,9597974.97,14424723.19,0.0036,2024
536,华映科技,3623216.51,217041.69,3670547.39,0.0006,2012
536,华映科技,5010107.81,217041.69,5049082.13,0.0005,2013
537,广宇发展,485044.33,942856.69,1427901.02,0.0005,2010
537,广宇发展,228580.33,309213.97,537794.3,0.0002,2011
537,广宇发展,15356.33,693994.35,709350.68,0.0002,2012
537,广宇发展,11168.75,217041.69,184271.97,0.0,2013
537,广宇发展,2498393.47,140589862.9,143088256.3,0.002,2017
537,广宇发展,1519365.18,205250533.3,206769898.5,0.0027,2018
537,广宇发展,1202647.89,166756898.5,167959546.4,0.0024,2019
537,广宇发展,770674.44,134305232.5,135075906.9,0.0018,2020
537,广宇发展,2896747.16,45163506.23,48060253.39,0.0013,2022
537,中绿电,2382296.83,51301585.17,53683882.0,0.0008,2023
538,云南白药,616075.2,7204962.93,7821038.13,0.001,2010
538,云南白药,440558.19,11256771.88,11697330.07,0.0013,2011
538,云南白药,268476.3,13452739.96,13721216.26,0.0013,2012
538,云南白药,142328.07,20031711.3,20174039.37,0.0016,2013
538,云南白药,156227.0,27983319.22,28139546.22,0.0015,2015
538,云南白药,77216.22,24421679.78,24498896.0,0.001,2016
538,云南白药,5046936.82,26059809.54,31106746.36,0.0011,2017
538,云南白药,7684026.05,26966500.53,34650526.58,0.0011,2018
538,云南白药,11215852.23,24846783.1,36062635.33,0.0007,2019
538,云南白药,24390156.4,34691209.37,59081365.77,0.0011,2020
538,云南白药,27989463.07,62680592.01,90670055.08,0.0017,2021
538,云南白药,33092734.57,97654828.66,130747563.2,0.0025,2022
538,云南白药,50359061.97,52377367.91,102736429.9,0.0019,2023
540,中天城投,4294367.75,14612166.23,18906533.98,0.0007,2012
540,中天城投,4258936.84,14897906.31,19156843.15,0.0005,2013
540,中天城投,9354253.11,15088731.88,24442984.99,0.0003,2016
540,中天金融,36007018.5,18815590.54,54822609.04,0.0005,2017
540,中天金融,46674191.62,23194980.12,69869171.74,0.0007,2018
540,中天金融,53267894.56,55187696.13,108455590.7,0.0009,2019
540,中天金融,60171260.52,56448726.93,116619987.5,0.0008,2020
540,中天金融,80364778.11,52378533.83,132743311.9,0.0009,2021
540,中天金融,71614697.65,37479432.4,109094130.1,0.0007,2022
541,佛山照明,1254776.45,10123551.69,11378328.14,0.003,2014
541,佛山照明,927443.45,9559753.15,10487196.6,0.0017,2015
541,佛山照明,1715168.03,7632762.18,9347930.21,0.0015,2016
541,佛山照明,1274136.34,6194937.59,7469073.93,0.0013,2017
541,佛山照明,887660.2,5897375.64,6785035.84,0.0012,2018
541,佛山照明,773961.51,5097580.47,5871541.98,0.001,2019
541,佛山照明,2381992.06,5563569.23,7945561.29,0.0009,2020
541,佛山照明,12720146.83,10733337.41,23453484.24,0.0024,2021
541,佛山照明,18183669.91,18280946.98,36464616.89,0.0024,2022
541,佛山照明,52963804.65,21473408.85,74437213.5,0.0044,2023
544,中原环保,170801.62,9416901.19,9587702.81,0.004,2015
544,中原环保,1512385.4,11359929.42,12872314.82,0.0014,2018
545,金浦钛业,11168.75,846067.46,849102.18,0.0003,2015
545,金浦钛业,11168.75,3566352.54,3567629.98,0.0013,2016
545,金浦钛业,41037.73,5709572.57,5750610.3,0.0021,2017
545,金浦钛业,32547.13,5142960.28,5175507.41,0.0017,2018
545,金浦钛业,23348.98,5110265.86,5133614.84,0.0017,2019
545,金浦钛业,1014252.93,6585337.2,7599590.13,0.0026,2020
545,金浦钛业,1035795.22,5223761.23,6259556.45,0.002,2021
545,金浦钛业,801795.46,4362469.27,5164264.73,0.0017,2022
545,金浦钛业,717395.71,3933508.93,4650904.64,0.0016,2023
546,金圆股份,2764455.5,18949562.48,21714017.98,0.005,2015
546,金圆股份,4765880.99,18554521.2,23320402.19,0.0046,2016
546,金圆股份,4693516.31,21014011.26,25707527.57,0.0032,2017
546,金圆股份,4621906.56,25486156.65,30108063.21,0.0036,2018
546,金圆股份,5610473.96,30301936.41,35912410.37,0.0039,2019
546,金圆股份,5133847.73,24099695.27,29233543.0,0.003,2020
546,金圆股份,6139105.23,25818995.85,31958101.08,0.003,2021
546,金圆股份,1145119.05,16441151.31,17586270.36,0.0022,2022
547,闽福发A,290000.0,5672135.79,5962135.79,0.0032,2010
547,闽福发A,230000.0,6742216.84,6972216.84,0.0032,2011
547,闽福发A,2237563.43,14736445.04,16974008.47,0.006,2013
547,闽福发A,2351560.29,13078333.07,15429893.36,0.0044,2014
547,航天发展,3483879.62,13022863.33,16506742.95,0.0024,2015
547,航天发展,3477352.2,20964603.65,24441955.85,0.0035,2016
547,航天发展,8172289.38,17851793.06,26024082.44,0.0034,2017
547,航天发展,41411163.14,19109687.24,60520850.38,0.0065,2018
547,航天发展,59736045.7,27624458.11,87360503.81,0.0081,2019
547,航天发展,80690628.38,26954414.91,107645043.3,0.0087,2020
547,航天发展,102121073.3,43366858.99,145487932.3,0.0104,2021
547,航天发展,105725224.1,66599619.62,172324843.7,0.0118,2022
547,航天发展,105467775.6,88204987.75,193672763.3,0.0151,2023
551,创元科技,144409.53,2615357.83,2759767.36,0.0009,2010
551,创元科技,203235.58,14610969.42,14814205.0,0.0047,2011
551,创元科技,151745.12,13176002.05,13327747.17,0.0041,2012
551,创元科技,1580186.49,20097544.53,21677731.02,0.0063,2013
551,创元科技,4280591.73,27063708.04,31344299.77,0.0051,2023
558,莱茵置业,1295865.79,3014487.94,4310353.73,0.0011,2010
558,莱茵置业,1003211.01,3366697.5,4369908.51,0.0009,2011
558,莱茵置业,577123.5,2632169.32,3209292.82,0.0005,2012
558,莱茵置业,192163.82,2090180.84,2282344.66,0.0004,2013
558,莱茵体育,35608.31,3352574.24,3388182.55,0.0012,2015
558,莱茵体育,26707.39,4556576.31,4583283.7,0.0018,2016
558,莱茵体育,585712.71,4170119.18,4755831.89,0.0019,2017
558,莱茵体育,236236.19,1823212.32,2059448.51,0.0007,2018
558,莱茵体育,144944.67,829628.72,974573.39,0.0004,2019
558,莱茵体育,110756.67,425524.14,536280.81,0.0002,2020
558,莱茵体育,126900.82,1939234.21,2066135.03,0.0011,2021
558,莱茵体育,93235.9,1482951.95,1576187.85,0.0009,2022
560,昆百大A,939871.0,5256969.27,6196840.27,0.0018,2010
560,昆百大A,719577.28,5342542.88,6062120.16,0.0015,2011
560,昆百大A,970584.62,5525683.69,6496268.31,0.0016,2012
560,昆百大A,467308.34,4951133.14,5418441.48,0.0011,2013
560,我爱我家,275007686.1,61000115.79,336007801.9,0.0102,2021
560,我爱我家,321989121.1,44928271.58,366917392.6,0.0112,2022
560,我爱我家,405301633.4,54178497.89,459480131.3,0.0142,2023
563,陕国投A,1443826.34,435088.86,1878915.2,0.0016,2010
563,陕国投A,1267546.34,401024.76,1668571.1,0.0014,2011
563,陕国投A,1338676.34,995966.93,2334643.27,0.0007,2012
563,陕国投A,1814922.25,1687200.36,3502122.61,0.0009,2013
563,陕国投A,2128748.25,3464398.48,5593146.73,0.0006,2016
563,陕国投A,6085346.94,2469175.87,8554522.81,0.0009,2017
563,陕国投A,5639885.19,1910106.68,7549991.87,0.0006,2018
563,陕国投A,6679929.77,2319990.62,8999920.39,0.0006,2019
563,陕国投A,8824460.45,1784143.03,10608603.48,0.0006,2020
563,陕国投A,8717213.24,1292951.55,10010164.79,0.0006,2021
563,陕国投A,11229923.23,1842395.98,13072319.21,0.0006,2022
563,陕国投A,13887199.9,1888522.98,15775722.88,0.0007,2023
563,陕国投A,21848137.97,2506774.99,24354912.96,0.001,2024
571,新大洲A,1691795.65,6652813.09,8344608.74,0.0038,2010
571,新大洲A,139390.0,7106335.6,7245725.6,0.0028,2011
571,新大洲A,695790.57,6226726.71,6922517.28,0.0025,2012
571,新大洲A,466543.25,8514227.14,8980770.39,0.0027,2013
571,新大洲A,1826061.13,8540349.68,10366410.81,0.0021,2015
571,新大洲A,1518191.59,11469780.88,12987972.47,0.0026,2016
571,新大洲A,822015.27,12206949.21,13028964.48,0.0025,2017
571,新大洲A,564384.36,9503102.97,10067487.33,0.0024,2018
571,新大洲A,15363.94,3330059.31,3345423.25,0.0012,2023
576,广东甘化,2744494.89,8257091.63,11001586.52,0.0056,2015
576,广东甘化,2562891.07,7687928.06,10250819.13,0.0065,2016
576,广东甘化,2272702.54,981313.65,3254016.19,0.0027,2017
576,广东甘化,578788.61,735551.79,1314340.4,0.0008,2018
576,广东甘化,703544.06,521696.97,1225241.03,0.0008,2019
576,甘化科工,971200.77,1934930.05,2906130.82,0.0015,2020
576,甘化科工,1136489.53,2145038.71,3281528.24,0.0018,2021
576,甘化科工,1250458.86,4547950.79,5798409.65,0.0029,2022
576,甘化科工,1148336.57,4046124.95,5194461.52,0.0028,2023
578,盐湖集团,3094718.48,47069593.63,50164312.11,0.002,2010
587,金洲慈航,1445798.32,10190110.85,11635909.17,0.0005,2019
589,黔轮胎A,2589890.84,32550104.76,35139995.6,0.0031,2015
589,黔轮胎A,9469180.83,30871880.92,40341061.75,0.0039,2016
589,黔轮胎A,9006083.29,45039270.44,54045353.73,0.0056,2017
589,黔轮胎A,10642614.19,48728642.63,59371256.82,0.0057,2018
589,贵州轮胎,16107461.95,57102593.21,73210055.16,0.007,2019
589,贵州轮胎,42097522.68,56975293.79,99072816.47,0.0077,2021
590,紫光古汉,159267.0,2038077.0,2197344.0,0.0039,2010
590,紫光古汉,152839.84,3796547.47,3949387.31,0.0066,2011
590,紫光古汉,114959.68,3349872.44,3464832.12,0.0049,2012
590,紫光古汉,77079.52,2539192.43,2616271.95,0.0047,2013
